locus,"	gene", product,locusNumber
PROKKA_04255_igbot,"	n/a","  ""integral membrane protein TerC""",PROKKA_04255
PROKKA_04255_sense,"	n/a","  ""integral membrane protein TerC""",PROKKA_04255
PROKKA_04255_antis,"	n/a","  ""integral membrane protein TerC""",PROKKA_04255
PROKKA_04256_igtop,"	n/a","  ""putative lipoxygenase""",PROKKA_04256
PROKKA_04256_igbot,"	n/a","  ""putative lipoxygenase""",PROKKA_04256
PROKKA_04256_sense,"	n/a","  ""putative lipoxygenase""",PROKKA_04256
PROKKA_04256_antis,"	n/a","  ""putative lipoxygenase""",PROKKA_04256
PROKKA_04257_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04257
PROKKA_04257_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04257
PROKKA_04257_sense,"	n/a","  ""hypothetical protein""",PROKKA_04257
PROKKA_04257_antis,"	n/a","  ""hypothetical protein""",PROKKA_04257
PROKKA_04258_igtop,"	n/a","  ""Alginate lyase precursor""",PROKKA_04258
PROKKA_04258_igbot,"	n/a","  ""Alginate lyase precursor""",PROKKA_04258
PROKKA_04258_sense,"	n/a","  ""Alginate lyase precursor""",PROKKA_04258
PROKKA_04258_antis,"	n/a","  ""Alginate lyase precursor""",PROKKA_04258
PROKKA_04259_igtop,"	n/a","  ""dienelactone hydrolase""",PROKKA_04259
PROKKA_04259_igbot,"	n/a","  ""dienelactone hydrolase""",PROKKA_04259
PROKKA_04259_sense,"	n/a","  ""dienelactone hydrolase""",PROKKA_04259
PROKKA_04259_antis,"	n/a","  ""dienelactone hydrolase""",PROKKA_04259
PROKKA_04260_igtop,"	pcpS"," ""PcpS""",PROKKA_04260
PROKKA_04260_igbot,"	pcpS"," ""PcpS""",PROKKA_04260
PROKKA_04260_sense,"	pcpS"," ""PcpS""",PROKKA_04260
PROKKA_04260_antis,"	pcpS"," ""PcpS""",PROKKA_04260
PROKKA_04261_igtop,"	moeB_2"," ""molybdopterin biosynthesis MoeB protein""",PROKKA_04261
PROKKA_04261_igbot,"	moeB_2"," ""molybdopterin biosynthesis MoeB protein""",PROKKA_04261
PROKKA_04261_sense,"	moeB_2"," ""molybdopterin biosynthesis MoeB protein""",PROKKA_04261
PROKKA_04261_antis,"	moeB_2"," ""molybdopterin biosynthesis MoeB protein""",PROKKA_04261
PROKKA_04262_igtop,"	ndvB"," ""NdvB""",PROKKA_04262
PROKKA_04262_igbot,"	ndvB"," ""NdvB""",PROKKA_04262
PROKKA_04262_sense,"	ndvB"," ""NdvB""",PROKKA_04262
PROKKA_04262_antis,"	ndvB"," ""NdvB""",PROKKA_04262
PROKKA_04263_igtop,"	dapE"," ""succinyl-diaminopimelate desuccinylase""",PROKKA_04263
PROKKA_04263_igbot,"	dapE"," ""succinyl-diaminopimelate desuccinylase""",PROKKA_04263
PROKKA_04263_sense,"	dapE"," ""succinyl-diaminopimelate desuccinylase""",PROKKA_04263
PROKKA_04263_antis,"	dapE"," ""succinyl-diaminopimelate desuccinylase""",PROKKA_04263
PROKKA_04264_igtop,"	rrmA_2"," ""rRNA methyltransferase""",PROKKA_04264
PROKKA_04264_igbot,"	rrmA_2"," ""rRNA methyltransferase""",PROKKA_04264
PROKKA_04264_sense,"	rrmA_2"," ""rRNA methyltransferase""",PROKKA_04264
PROKKA_04264_antis,"	rrmA_2"," ""rRNA methyltransferase""",PROKKA_04264
PROKKA_04265_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04265
PROKKA_04265_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04265
PROKKA_04265_sense,"	n/a","  ""hypothetical protein""",PROKKA_04265
PROKKA_04265_antis,"	n/a","  ""hypothetical protein""",PROKKA_04265
PROKKA_04266_igtop,"	n/a","  ""cspA""",PROKKA_04266
PROKKA_04266_igbot,"	n/a","  ""cspA""",PROKKA_04266
PROKKA_04266_sense,"	n/a","  ""cspA""",PROKKA_04266
PROKKA_04266_antis,"	n/a","  ""cspA""",PROKKA_04266
PROKKA_04267_igtop,"	capB_3"," ""cold acclimation protein B""",PROKKA_04267
PROKKA_04267_igbot,"	capB_3"," ""cold acclimation protein B""",PROKKA_04267
PROKKA_04267_sense,"	capB_3"," ""cold acclimation protein B""",PROKKA_04267
PROKKA_04267_antis,"	capB_3"," ""cold acclimation protein B""",PROKKA_04267
PROKKA_04268_igtop,"	parS_2"," ""two-component sensor ParS""",PROKKA_04268
PROKKA_04268_igbot,"	parS_2"," ""two-component sensor ParS""",PROKKA_04268
PROKKA_04268_sense,"	parS_2"," ""two-component sensor ParS""",PROKKA_04268
PROKKA_04268_antis,"	parS_2"," ""two-component sensor ParS""",PROKKA_04268
PROKKA_04269_igtop,"	parR_2"," ""two-component response regulator ParR""",PROKKA_04269
PROKKA_04269_igbot,"	parR_2"," ""two-component response regulator ParR""",PROKKA_04269
PROKKA_04269_sense,"	parR_2"," ""two-component response regulator ParR""",PROKKA_04269
PROKKA_04269_antis,"	parR_2"," ""two-component response regulator ParR""",PROKKA_04269
PROKKA_04270_igtop,"	nrdA"," ""NrdA catalytic component of class Ia ribonucleotide reductase""",PROKKA_04270
PROKKA_04270_igbot,"	nrdA"," ""NrdA catalytic component of class Ia ribonucleotide reductase""",PROKKA_04270
PROKKA_04270_sense,"	nrdA"," ""NrdA catalytic component of class Ia ribonucleotide reductase""",PROKKA_04270
PROKKA_04270_antis,"	nrdA"," ""NrdA catalytic component of class Ia ribonucleotide reductase""",PROKKA_04270
PROKKA_04271_igtop,"	n/a","  ""phage integrase""",PROKKA_04271
PROKKA_04271_igbot,"	n/a","  ""phage integrase""",PROKKA_04271
PROKKA_04271_sense,"	n/a","  ""phage integrase""",PROKKA_04271
PROKKA_04271_antis,"	n/a","  ""phage integrase""",PROKKA_04271
PROKKA_04272_igtop,"	n/a","  ""integrase family protein""",PROKKA_04272
PROKKA_04272_igbot,"	n/a","  ""integrase family protein""",PROKKA_04272
PROKKA_04272_sense,"	n/a","  ""integrase family protein""",PROKKA_04272
PROKKA_04272_antis,"	n/a","  ""integrase family protein""",PROKKA_04272
PROKKA_04273_igtop,"	n/a","  ""integrase family protein""",PROKKA_04273
PROKKA_04273_igbot,"	n/a","  ""integrase family protein""",PROKKA_04273
PROKKA_04273_sense,"	n/a","  ""integrase family protein""",PROKKA_04273
PROKKA_04273_antis,"	n/a","  ""integrase family protein""",PROKKA_04273
PROKKA_04274_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04274
PROKKA_04274_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04274
PROKKA_04274_sense,"	n/a","  ""hypothetical protein""",PROKKA_04274
PROKKA_04274_antis,"	n/a","  ""hypothetical protein""",PROKKA_04274
PROKKA_04275_igtop,"	nrdB"," ""NrdB tyrosyl radical-harboring component of class Ia ribonucleotide reductase""",PROKKA_04275
PROKKA_04275_igbot,"	nrdB"," ""NrdB tyrosyl radical-harboring component of class Ia ribonucleotide reductase""",PROKKA_04275
PROKKA_04275_sense,"	nrdB"," ""NrdB tyrosyl radical-harboring component of class Ia ribonucleotide reductase""",PROKKA_04275
PROKKA_04275_antis,"	nrdB"," ""NrdB tyrosyl radical-harboring component of class Ia ribonucleotide reductase""",PROKKA_04275
PROKKA_04276_igtop,"	n/a","  ""transposase""",PROKKA_04276
PROKKA_04276_igbot,"	n/a","  ""transposase""",PROKKA_04276
PROKKA_04276_sense,"	n/a","  ""transposase""",PROKKA_04276
PROKKA_04276_antis,"	n/a","  ""transposase""",PROKKA_04276
PROKKA_04277_igtop,"	n/a","  ""BRO domain-containing protein""",PROKKA_04277
PROKKA_04277_igbot,"	n/a","  ""BRO domain-containing protein""",PROKKA_04277
PROKKA_04277_sense,"	n/a","  ""BRO domain-containing protein""",PROKKA_04277
PROKKA_04277_antis,"	n/a","  ""BRO domain-containing protein""",PROKKA_04277
PROKKA_04278_igtop,"	n/a","  ""Bacterial self-protective colicin-like immunity""",PROKKA_04278
PROKKA_04278_igbot,"	n/a","  ""Bacterial self-protective colicin-like immunity""",PROKKA_04278
PROKKA_04278_sense,"	n/a","  ""Bacterial self-protective colicin-like immunity""",PROKKA_04278
PROKKA_04278_antis,"	n/a","  ""Bacterial self-protective colicin-like immunity""",PROKKA_04278
PROKKA_04279_igtop,"	pys2_2"," ""pyocin S2""",PROKKA_04279
PROKKA_04279_igbot,"	pys2_2"," ""pyocin S2""",PROKKA_04279
PROKKA_04279_sense,"	pys2_2"," ""pyocin S2""",PROKKA_04279
PROKKA_04279_antis,"	pys2_2"," ""pyocin S2""",PROKKA_04279
PROKKA_04280_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04280
PROKKA_04280_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04280
PROKKA_04280_sense,"	n/a","  ""hypothetical protein""",PROKKA_04280
PROKKA_04280_antis,"	n/a","  ""hypothetical protein""",PROKKA_04280
PROKKA_04281_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04281
PROKKA_04281_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04281
PROKKA_04281_sense,"	n/a","  ""hypothetical protein""",PROKKA_04281
PROKKA_04281_antis,"	n/a","  ""hypothetical protein""",PROKKA_04281
PROKKA_04282_igtop,"	toxA"," ""exotoxin A precursor""",PROKKA_04282
PROKKA_04282_igbot,"	toxA"," ""exotoxin A precursor""",PROKKA_04282
PROKKA_04282_sense,"	toxA"," ""exotoxin A precursor""",PROKKA_04282
PROKKA_04282_antis,"	toxA"," ""exotoxin A precursor""",PROKKA_04282
PROKKA_04283_igtop,"	n/a","  ""Amino acid permease""",PROKKA_04283
PROKKA_04283_igbot,"	n/a","  ""Amino acid permease""",PROKKA_04283
PROKKA_04283_sense,"	n/a","  ""Amino acid permease""",PROKKA_04283
PROKKA_04283_antis,"	n/a","  ""Amino acid permease""",PROKKA_04283
PROKKA_04284_igtop,"	n/a","  ""putative iron-containing alcohol dehydrogenase""",PROKKA_04284
PROKKA_04284_igbot,"	n/a","  ""putative iron-containing alcohol dehydrogenase""",PROKKA_04284
PROKKA_04284_sense,"	n/a","  ""putative iron-containing alcohol dehydrogenase""",PROKKA_04284
PROKKA_04284_antis,"	n/a","  ""putative iron-containing alcohol dehydrogenase""",PROKKA_04284
PROKKA_04285_igtop,"	gpuR_2"," ""transcriptional activator GpuR""",PROKKA_04285
PROKKA_04285_igbot,"	gpuR_2"," ""transcriptional activator GpuR""",PROKKA_04285
PROKKA_04285_sense,"	gpuR_2"," ""transcriptional activator GpuR""",PROKKA_04285
PROKKA_04285_antis,"	gpuR_2"," ""transcriptional activator GpuR""",PROKKA_04285
PROKKA_04286_igtop,"	glpT_3"," ""glycerol-3-phosphate transporter""",PROKKA_04286
PROKKA_04286_igbot,"	glpT_3"," ""glycerol-3-phosphate transporter""",PROKKA_04286
PROKKA_04286_sense,"	glpT_3"," ""glycerol-3-phosphate transporter""",PROKKA_04286
PROKKA_04286_antis,"	glpT_3"," ""glycerol-3-phosphate transporter""",PROKKA_04286
PROKKA_04287_igtop,"	n/a","  ""putative phosphoserine phosphatase""",PROKKA_04287
PROKKA_04287_igbot,"	n/a","  ""putative phosphoserine phosphatase""",PROKKA_04287
PROKKA_04287_sense,"	n/a","  ""putative phosphoserine phosphatase""",PROKKA_04287
PROKKA_04287_antis,"	n/a","  ""putative phosphoserine phosphatase""",PROKKA_04287
PROKKA_04288_igtop,"	nagR_4"," ""Transcriptional regulator of N-Acetylglucosamine catabolism operon""",PROKKA_04288
PROKKA_04288_igbot,"	nagR_4"," ""Transcriptional regulator of N-Acetylglucosamine catabolism operon""",PROKKA_04288
PROKKA_04288_sense,"	nagR_4"," ""Transcriptional regulator of N-Acetylglucosamine catabolism operon""",PROKKA_04288
PROKKA_04288_antis,"	nagR_4"," ""Transcriptional regulator of N-Acetylglucosamine catabolism operon""",PROKKA_04288
PROKKA_04289_igtop,"	cynR_12"," ""transcriptional regulator CynR""",PROKKA_04289
PROKKA_04289_igbot,"	cynR_12"," ""transcriptional regulator CynR""",PROKKA_04289
PROKKA_04289_sense,"	cynR_12"," ""transcriptional regulator CynR""",PROKKA_04289
PROKKA_04289_antis,"	cynR_12"," ""transcriptional regulator CynR""",PROKKA_04289
PROKKA_04290_igtop,"	n/a","  ""putative allantoin catabolism protein""",PROKKA_04290
PROKKA_04290_igbot,"	n/a","  ""putative allantoin catabolism protein""",PROKKA_04290
PROKKA_04290_sense,"	n/a","  ""putative allantoin catabolism protein""",PROKKA_04290
PROKKA_04290_antis,"	n/a","  ""putative allantoin catabolism protein""",PROKKA_04290
PROKKA_04291_igtop,"	n/a","  ""Allergen V5/Tpx-1-like protein""",PROKKA_04291
PROKKA_04291_igbot,"	n/a","  ""Allergen V5/Tpx-1-like protein""",PROKKA_04291
PROKKA_04291_sense,"	n/a","  ""Allergen V5/Tpx-1-like protein""",PROKKA_04291
PROKKA_04291_antis,"	n/a","  ""Allergen V5/Tpx-1-like protein""",PROKKA_04291
PROKKA_04292_igtop,"	bexR_27"," ""bistable expression regulator BexR""",PROKKA_04292
PROKKA_04292_igbot,"	bexR_27"," ""bistable expression regulator BexR""",PROKKA_04292
PROKKA_04292_sense,"	bexR_27"," ""bistable expression regulator BexR""",PROKKA_04292
PROKKA_04292_antis,"	bexR_27"," ""bistable expression regulator BexR""",PROKKA_04292
PROKKA_04293_igtop,"	qor_5"," ""quinone oxidoreductase""",PROKKA_04293
PROKKA_04293_igbot,"	qor_5"," ""quinone oxidoreductase""",PROKKA_04293
PROKKA_04293_sense,"	qor_5"," ""quinone oxidoreductase""",PROKKA_04293
PROKKA_04293_antis,"	qor_5"," ""quinone oxidoreductase""",PROKKA_04293
PROKKA_04294_igtop,"	lasR_2"," ""transcriptional regulator LasR""",PROKKA_04294
PROKKA_04294_igbot,"	lasR_2"," ""transcriptional regulator LasR""",PROKKA_04294
PROKKA_04294_sense,"	lasR_2"," ""transcriptional regulator LasR""",PROKKA_04294
PROKKA_04294_antis,"	lasR_2"," ""transcriptional regulator LasR""",PROKKA_04294
PROKKA_04295_igtop,"	n/a","  ""chaperone protein HchA""",PROKKA_04295
PROKKA_04295_igbot,"	n/a","  ""chaperone protein HchA""",PROKKA_04295
PROKKA_04295_sense,"	n/a","  ""chaperone protein HchA""",PROKKA_04295
PROKKA_04295_antis,"	n/a","  ""chaperone protein HchA""",PROKKA_04295
PROKKA_04296_igtop,"	n/a","  ""thiol-disulfide oxidoreductase""",PROKKA_04296
PROKKA_04296_igbot,"	n/a","  ""thiol-disulfide oxidoreductase""",PROKKA_04296
PROKKA_04296_sense,"	n/a","  ""thiol-disulfide oxidoreductase""",PROKKA_04296
PROKKA_04296_antis,"	n/a","  ""thiol-disulfide oxidoreductase""",PROKKA_04296
PROKKA_04297_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04297
PROKKA_04297_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04297
PROKKA_04297_sense,"	n/a","  ""hypothetical protein""",PROKKA_04297
PROKKA_04297_antis,"	n/a","  ""hypothetical protein""",PROKKA_04297
PROKKA_04298_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04298
PROKKA_04298_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04298
PROKKA_04298_sense,"	n/a","  ""hypothetical protein""",PROKKA_04298
PROKKA_04298_antis,"	n/a","  ""hypothetical protein""",PROKKA_04298
PROKKA_04299_igtop,"	n/a","  ""putative major facilitator superfamily transporter""",PROKKA_04299
PROKKA_04299_igbot,"	n/a","  ""putative major facilitator superfamily transporter""",PROKKA_04299
PROKKA_04299_sense,"	n/a","  ""putative major facilitator superfamily transporter""",PROKKA_04299
PROKKA_04299_antis,"	n/a","  ""putative major facilitator superfamily transporter""",PROKKA_04299
PROKKA_04300_igtop,"	rhlC_2"," ""rhamnosyltransferase 2""",PROKKA_04300
PROKKA_04300_igbot,"	rhlC_2"," ""rhamnosyltransferase 2""",PROKKA_04300
PROKKA_04300_sense,"	rhlC_2"," ""rhamnosyltransferase 2""",PROKKA_04300
PROKKA_04300_antis,"	rhlC_2"," ""rhamnosyltransferase 2""",PROKKA_04300
PROKKA_04301_igtop,"	n/a","  ""putative fosfomycin resistance protein""",PROKKA_04301
PROKKA_04301_igbot,"	n/a","  ""putative fosfomycin resistance protein""",PROKKA_04301
PROKKA_04301_sense,"	n/a","  ""putative fosfomycin resistance protein""",PROKKA_04301
PROKKA_04301_antis,"	n/a","  ""putative fosfomycin resistance protein""",PROKKA_04301
PROKKA_04302_igtop,"	bexR_28"," ""bistable expression regulator BexR""",PROKKA_04302
PROKKA_04302_igbot,"	bexR_28"," ""bistable expression regulator BexR""",PROKKA_04302
PROKKA_04302_sense,"	bexR_28"," ""bistable expression regulator BexR""",PROKKA_04302
PROKKA_04302_antis,"	bexR_28"," ""bistable expression regulator BexR""",PROKKA_04302
PROKKA_04303_igtop,"	n/a","  ""putative oxidoreductase""",PROKKA_04303
PROKKA_04303_igbot,"	n/a","  ""putative oxidoreductase""",PROKKA_04303
PROKKA_04303_sense,"	n/a","  ""putative oxidoreductase""",PROKKA_04303
PROKKA_04303_antis,"	n/a","  ""putative oxidoreductase""",PROKKA_04303
PROKKA_04304_igtop,"	n/a","  ""major facilitator superfamily permease""",PROKKA_04304
PROKKA_04304_igbot,"	n/a","  ""major facilitator superfamily permease""",PROKKA_04304
PROKKA_04304_sense,"	n/a","  ""major facilitator superfamily permease""",PROKKA_04304
PROKKA_04304_antis,"	n/a","  ""major facilitator superfamily permease""",PROKKA_04304
PROKKA_04305_igtop,"	n/a","  ""putative cobalamin biosynthetic protein""",PROKKA_04305
PROKKA_04305_igbot,"	n/a","  ""putative cobalamin biosynthetic protein""",PROKKA_04305
PROKKA_04305_sense,"	n/a","  ""putative cobalamin biosynthetic protein""",PROKKA_04305
PROKKA_04305_antis,"	n/a","  ""putative cobalamin biosynthetic protein""",PROKKA_04305
PROKKA_04306_igtop,"	dgt_2"," ""deoxyguanosinetriphosphate triphosphohydrolase""",PROKKA_04306
PROKKA_04306_igbot,"	dgt_2"," ""deoxyguanosinetriphosphate triphosphohydrolase""",PROKKA_04306
PROKKA_04306_sense,"	dgt_2"," ""deoxyguanosinetriphosphate triphosphohydrolase""",PROKKA_04306
PROKKA_04306_antis,"	dgt_2"," ""deoxyguanosinetriphosphate triphosphohydrolase""",PROKKA_04306
PROKKA_04307_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04307
PROKKA_04307_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04307
PROKKA_04307_sense,"	n/a","  ""hypothetical protein""",PROKKA_04307
PROKKA_04307_antis,"	n/a","  ""hypothetical protein""",PROKKA_04307
PROKKA_04308_igtop,"	def_2"," ""polypeptide deformylase""",PROKKA_04308
PROKKA_04308_igbot,"	def_2"," ""polypeptide deformylase""",PROKKA_04308
PROKKA_04308_sense,"	def_2"," ""polypeptide deformylase""",PROKKA_04308
PROKKA_04308_antis,"	def_2"," ""polypeptide deformylase""",PROKKA_04308
PROKKA_04309_igtop,"	yfiR"," ""YfiR""",PROKKA_04309
PROKKA_04309_igbot,"	yfiR"," ""YfiR""",PROKKA_04309
PROKKA_04309_sense,"	yfiR"," ""YfiR""",PROKKA_04309
PROKKA_04309_antis,"	yfiR"," ""YfiR""",PROKKA_04309
PROKKA_04310_igtop,"	tpbB"," ""diguanylate cyclase TpbB""",PROKKA_04310
PROKKA_04310_igbot,"	tpbB"," ""diguanylate cyclase TpbB""",PROKKA_04310
PROKKA_04310_sense,"	tpbB"," ""diguanylate cyclase TpbB""",PROKKA_04310
PROKKA_04310_antis,"	tpbB"," ""diguanylate cyclase TpbB""",PROKKA_04310
PROKKA_04311_igtop,"	yfiB_2"," ""YfiB""",PROKKA_04311
PROKKA_04311_igbot,"	yfiB_2"," ""YfiB""",PROKKA_04311
PROKKA_04311_sense,"	yfiB_2"," ""YfiB""",PROKKA_04311
PROKKA_04311_antis,"	yfiB_2"," ""YfiB""",PROKKA_04311
PROKKA_04312_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04312
PROKKA_04312_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04312
PROKKA_04312_sense,"	n/a","  ""hypothetical protein""",PROKKA_04312
PROKKA_04312_antis,"	n/a","  ""hypothetical protein""",PROKKA_04312
PROKKA_04313_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04313
PROKKA_04313_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04313
PROKKA_04313_sense,"	n/a","  ""hypothetical protein""",PROKKA_04313
PROKKA_04313_antis,"	n/a","  ""hypothetical protein""",PROKKA_04313
PROKKA_04314_igtop,"	n/a","  ""GntR family transcriptional regulator""",PROKKA_04314
PROKKA_04314_igbot,"	n/a","  ""GntR family transcriptional regulator""",PROKKA_04314
PROKKA_04314_sense,"	n/a","  ""GntR family transcriptional regulator""",PROKKA_04314
PROKKA_04314_antis,"	n/a","  ""GntR family transcriptional regulator""",PROKKA_04314
PROKKA_04315_igtop,"	n/a","  ""sulfatase""",PROKKA_04315
PROKKA_04315_igbot,"	n/a","  ""sulfatase""",PROKKA_04315
PROKKA_04315_sense,"	n/a","  ""sulfatase""",PROKKA_04315
PROKKA_04315_antis,"	n/a","  ""sulfatase""",PROKKA_04315
PROKKA_04316_igtop,"	n/a","  ""lipoprotein""",PROKKA_04316
PROKKA_04316_igbot,"	n/a","  ""lipoprotein""",PROKKA_04316
PROKKA_04316_sense,"	n/a","  ""lipoprotein""",PROKKA_04316
PROKKA_04316_antis,"	n/a","  ""lipoprotein""",PROKKA_04316
PROKKA_04317_igtop,"	msbA_5"," ""transport protein MsbA""",PROKKA_04317
PROKKA_04317_igbot,"	msbA_5"," ""transport protein MsbA""",PROKKA_04317
PROKKA_04317_sense,"	msbA_5"," ""transport protein MsbA""",PROKKA_04317
PROKKA_04317_antis,"	msbA_5"," ""transport protein MsbA""",PROKKA_04317
PROKKA_04318_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04318
PROKKA_04318_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04318
PROKKA_04318_sense,"	n/a","  ""hypothetical protein""",PROKKA_04318
PROKKA_04318_antis,"	n/a","  ""hypothetical protein""",PROKKA_04318
PROKKA_04319_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04319
PROKKA_04319_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04319
PROKKA_04319_sense,"	n/a","  ""hypothetical protein""",PROKKA_04319
PROKKA_04319_antis,"	n/a","  ""hypothetical protein""",PROKKA_04319
PROKKA_04320_igtop,"	n/a","  ""aldose sugar dehydrogenase""",PROKKA_04320
PROKKA_04320_igbot,"	n/a","  ""aldose sugar dehydrogenase""",PROKKA_04320
PROKKA_04320_sense,"	n/a","  ""aldose sugar dehydrogenase""",PROKKA_04320
PROKKA_04320_antis,"	n/a","  ""aldose sugar dehydrogenase""",PROKKA_04320
PROKKA_04321_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04321
PROKKA_04321_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04321
PROKKA_04321_sense,"	n/a","  ""hypothetical protein""",PROKKA_04321
PROKKA_04321_antis,"	n/a","  ""hypothetical protein""",PROKKA_04321
PROKKA_04322_igtop,"	n/a","  ""RNA-binding S4 domain-containing protein""",PROKKA_04322
PROKKA_04322_igbot,"	n/a","  ""RNA-binding S4 domain-containing protein""",PROKKA_04322
PROKKA_04322_sense,"	n/a","  ""RNA-binding S4 domain-containing protein""",PROKKA_04322
PROKKA_04322_antis,"	n/a","  ""RNA-binding S4 domain-containing protein""",PROKKA_04322
PROKKA_04323_igtop,"	n/a","  ""putative transcriptional regulator""",PROKKA_04323
